"","year","conflict_id","conflict_active","start_year","conflictep_id","termination_year","conflictepisode","outcome","location","incompatibility","peace","peace_ends","peace_duration","country","Tonnage_mt_Combined","Tonnage_mt_emergency","Tonnage_mt_development","Value_Combined","Value_emergency","Value_development","commodities_Combined","commodities_emergency","commodities_development","partners_Combined","partners_emergency","partners_development","Value","Tonnage_mt","binary_emergency","n","frac_emergency","sum_tonnage_emergency","instrument_emergency","Value_t1","Tonnage_mt_t1","t1_commodities","sum_tonnage_t1","wheat_binary","n_partners_emergency","n_partners_development","inflation_adjustment","decisive","lootable","treaty","identity","conflict_duration","episode_deaths","factions","current_polity","democracy","initial_polity","initial_democracy","mortality","initial_mortality","peace_agreement","govt_military","rugged_terrain","p5_colony","p5_contiguous"
"68",2005,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,9,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1811.27,249.830344827586,0,0,NA,65.186,0,0,0,1.28592821782178,TRUE,1,FALSE,TRUE,1,80,1,-8,FALSE,-5,FALSE,57.4,71.6,0,595,226.941284179688,TRUE,TRUE
"69",2006,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,10,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1426.2,196.71724137931,0,0,NA,212.35,0,0,0,1.24578781990325,TRUE,1,FALSE,TRUE,1,80,1,-8,FALSE,-5,FALSE,55.8,71.6,0,595,226.941284179688,TRUE,TRUE
"70",2007,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,11,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1357.239,187.205379310345,0,0,NA,23.21,0,0,0,1.21102474549159,TRUE,1,FALSE,TRUE,1,80,1,-8,FALSE,-5,FALSE,54.1,71.6,0,595,226.941284179688,TRUE,TRUE
"71",2008,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,12,"Myanmar (Burma)",NA,23.64,0,NA,32736119.7208263,0,NA,"corn soy blend,
garbanzo beans, rice
(bagged), vegetable oil",NA,NA,"WFP",NA,32736119.7208263,23.64,1,29,0.137931034482759,1964.83,271.011034482759,0,0,NA,10.48,0,1,0,1.1665224573576,TRUE,1,FALSE,TRUE,1,80,1,-6,FALSE,-5,FALSE,63.4,71.6,0,595,226.941284179688,TRUE,TRUE
"72",2009,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,13,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1919.76,264.794482758621,0,0,NA,14.3,0,0,0,1.17027151099746,TRUE,1,FALSE,TRUE,1,80,1,-6,FALSE,-5,FALSE,50.5,71.6,0,595,226.941284179688,TRUE,TRUE
"73",2010,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,14,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1650.48,227.652413793103,0,0,NA,40.68,0,0,0,1.15142759754428,TRUE,1,FALSE,TRUE,1,80,1,-6,FALSE,-5,FALSE,48.8,71.6,0,595,226.941284179688,TRUE,TRUE
"74",2011,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,15,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,1033.35,142.531034482759,0,0,NA,50,0,0,0,1.11637723428314,TRUE,1,FALSE,TRUE,1,80,1,-3,FALSE,-5,FALSE,47,71.6,0,595,226.941284179688,TRUE,TRUE
"75",2012,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,16,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,988.337,136.322344827586,0,0,NA,0,0,0,0,1.09370268886071,TRUE,1,FALSE,TRUE,1,80,1,-3,FALSE,-5,FALSE,45.4,71.6,0,595,226.941284179688,TRUE,TRUE
"76",2013,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,17,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,856.87,118.188965517241,0,0,NA,0,0,0,0,1.07790096733193,TRUE,1,FALSE,TRUE,1,80,1,-3,FALSE,-5,FALSE,43.8,71.6,0,595,226.941284179688,TRUE,TRUE
"77",2014,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,18,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,821.2529,113.276262068966,0,0,NA,0,0,0,0,1.06076470298319,TRUE,1,FALSE,TRUE,1,80,1,-3,FALSE,-5,FALSE,42.3,71.6,0,595,226.941284179688,TRUE,TRUE
"78",2015,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,19,"Myanmar (Burma)",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,29,0.137931034482759,711.16,98.0910344827586,0,0,NA,0,0,0,0,1.05948127668537,TRUE,1,FALSE,TRUE,1,80,1,-88,FALSE,-5,FALSE,41,71.6,0,595,226.941284179688,TRUE,TRUE
"79",2016,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,20,"Myanmar (Burma)",NA,0.14,0,NA,943378.263303085,0,NA,"na",NA,NA,"UNICEF",NA,943378.263303085,0.14,1,29,0.137931034482759,1388.714,191.54675862069,0,0,NA,0,0,1,0,1.04622187346466,TRUE,1,FALSE,TRUE,1,80,1,8,TRUE,-5,FALSE,39.7,71.6,0,595,226.941284179688,TRUE,TRUE
"80",2017,224,0,1996,22403,1996,3,3,"Myanmar (Burma)",1,1,1,21,"Myanmar (Burma)",NA,0.2,0,NA,1322484.41144034,0,NA,"na",NA,NA,"UNICEF",NA,1322484.41144034,0.2,1,29,0.137931034482759,1129.763,155.829379310345,0,0,NA,0,0,1,0,1.02438761536819,TRUE,1,FALSE,TRUE,1,80,1,8,TRUE,-5,FALSE,38.5,71.6,0,595,226.941284179688,TRUE,TRUE
"81",1995,233,1,1965,23304,1995,4,1,"Guatemala",2,0,1,0,"Guatemala",NA,0,40.54,NA,0,20743315.9505737,NA,NA,"corn, rice, stb, vegoil,beans, corn, ab, vegoil,beans, csb, rice, vegoil,beans, corn, csb, rice, vegoil,corn, wheat flour",NA,NA,"CARE,CRS,FTC,SHARE,WFP",20743315.9505737,40.54,0,29,0.379310344827586,1075.435,407.923620689655,0,0,NA,500.7,1,0,5,1.64781089357979,FALSE,1,TRUE,FALSE,31,426,1,3,FALSE,3,FALSE,49.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"82",1995,233,1,1965,23304,1995,4,1,"Guatemala",2,0,1,0,"Guatemala",NA,0,40.54,NA,0,20743315.9505737,NA,NA,"corn, rice, stb, vegoil,beans, corn, ab, vegoil,beans, csb, rice, vegoil,beans, corn, csb, rice, vegoil,corn, wheat flour",NA,NA,"CARE,CRS,FTC,SHARE,WFP",20743315.9505737,40.54,0,29,0.379310344827586,1075.435,407.923620689655,0,0,NA,500.7,1,0,5,1.64781089357979,FALSE,1,TRUE,FALSE,31,426,2,3,FALSE,3,FALSE,49.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"83",1995,233,1,1965,23304,1995,4,1,"Guatemala",2,0,1,0,"Guatemala",NA,0,40.54,NA,0,20743315.9505737,NA,NA,"corn, rice, stb, vegoil,beans, corn, ab, vegoil,beans, csb, rice, vegoil,beans, corn, csb, rice, vegoil,corn, wheat flour",NA,NA,"CARE,CRS,FTC,SHARE,WFP",20743315.9505737,40.54,0,29,0.379310344827586,1075.435,407.923620689655,0,0,NA,500.7,1,0,5,1.64781089357979,FALSE,1,TRUE,FALSE,31,426,3,3,FALSE,3,FALSE,49.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"84",1995,233,1,1965,23304,1995,4,1,"Guatemala",2,0,1,0,"Guatemala",NA,0,40.54,NA,0,20743315.9505737,NA,NA,"corn, rice, stb, vegoil,beans, corn, ab, vegoil,beans, csb, rice, vegoil,beans, corn, csb, rice, vegoil,corn, wheat flour",NA,NA,"CARE,CRS,FTC,SHARE,WFP",20743315.9505737,40.54,0,29,0.379310344827586,1075.435,407.923620689655,0,0,NA,500.7,1,0,5,1.64781089357979,FALSE,1,TRUE,FALSE,31,426,4,3,FALSE,3,FALSE,49.2,49.2,1,56.5,194.533721923828,FALSE,FALSE
"85",1996,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,1,"Guatemala",NA,0,38.42,NA,0,18885125.1102906,NA,NA,"corn,rice,vo,csb,sfb,beans,csb,corn,vo,sbmeal,beans,csb,rice,vo  ,beans,corn,rice,vo,csb,corn,vo,beans",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18885125.1102906,38.42,0,29,0.379310344827586,824.79,312.851379310345,0,0,NA,469.945,0,0,5,1.60080061626733,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,47.4,49.2,1,56.5,194.533721923828,FALSE,FALSE
"86",1996,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,1,"Guatemala",NA,0,38.42,NA,0,18885125.1102906,NA,NA,"corn,rice,vo,csb,sfb,beans,csb,corn,vo,sbmeal,beans,csb,rice,vo  ,beans,corn,rice,vo,csb,corn,vo,beans",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18885125.1102906,38.42,0,29,0.379310344827586,824.79,312.851379310345,0,0,NA,469.945,0,0,5,1.60080061626733,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,47.4,49.2,1,56.5,194.533721923828,FALSE,FALSE
"87",1996,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,1,"Guatemala",NA,0,38.42,NA,0,18885125.1102906,NA,NA,"corn,rice,vo,csb,sfb,beans,csb,corn,vo,sbmeal,beans,csb,rice,vo  ,beans,corn,rice,vo,csb,corn,vo,beans",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18885125.1102906,38.42,0,29,0.379310344827586,824.79,312.851379310345,0,0,NA,469.945,0,0,5,1.60080061626733,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,47.4,49.2,1,56.5,194.533721923828,FALSE,FALSE
"88",1996,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,1,"Guatemala",NA,0,38.42,NA,0,18885125.1102906,NA,NA,"corn,rice,vo,csb,sfb,beans,csb,corn,vo,sbmeal,beans,csb,rice,vo  ,beans,corn,rice,vo,csb,corn,vo,beans",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18885125.1102906,38.42,0,29,0.379310344827586,824.79,312.851379310345,0,0,NA,469.945,0,0,5,1.60080061626733,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,47.4,49.2,1,56.5,194.533721923828,FALSE,FALSE
"89",1997,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,2,"Guatemala",NA,0,27.86,NA,0,18563252.9123709,NA,NA,"rice, veg. oil,csb,veg. oil,soybean meal,beans, rice, veg. oil, corn soya blend, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil, corn w/bnt",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18563252.9123709,27.86,0,29,0.379310344827586,781.36,296.377931034483,0,0,NA,732.08,0,0,5,1.56423558116597,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,45.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"90",1997,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,2,"Guatemala",NA,0,27.86,NA,0,18563252.9123709,NA,NA,"rice, veg. oil,csb,veg. oil,soybean meal,beans, rice, veg. oil, corn soya blend, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil, corn w/bnt",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18563252.9123709,27.86,0,29,0.379310344827586,781.36,296.377931034483,0,0,NA,732.08,0,0,5,1.56423558116597,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,45.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"91",1997,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,2,"Guatemala",NA,0,27.86,NA,0,18563252.9123709,NA,NA,"rice, veg. oil,csb,veg. oil,soybean meal,beans, rice, veg. oil, corn soya blend, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil, corn w/bnt",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18563252.9123709,27.86,0,29,0.379310344827586,781.36,296.377931034483,0,0,NA,732.08,0,0,5,1.56423558116597,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,45.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"92",1997,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,2,"Guatemala",NA,0,27.86,NA,0,18563252.9123709,NA,NA,"rice, veg. oil,csb,veg. oil,soybean meal,beans, rice, veg. oil, corn soya blend, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil, corn w/bnt",NA,NA,"CARE,CRS,FTC,SHARE,WFP",18563252.9123709,27.86,0,29,0.379310344827586,781.36,296.377931034483,0,0,NA,732.08,0,0,5,1.56423558116597,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,45.7,49.2,1,56.5,194.533721923828,FALSE,FALSE
"93",1998,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,3,"Guatemala",NA,0,31.07,NA,0,20369242.7059455,NA,NA,"rice, veg. oil, csb, sf bulgur, soybean meal,beans, rice, veg. oil, csb, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil",NA,NA,"CARE*,CRS*,FTC,SHARE*,WFP*",20369242.7059455,31.07,0,29,0.379310344827586,901.75,342.043103448276,6744942.31029089,18.23,"tallow, wheat ",1015.77,1,0,5,1.54040539849701,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,44,49.2,1,56.5,194.533721923828,FALSE,FALSE
"94",1998,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,3,"Guatemala",NA,0,31.07,NA,0,20369242.7059455,NA,NA,"rice, veg. oil, csb, sf bulgur, soybean meal,beans, rice, veg. oil, csb, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil",NA,NA,"CARE*,CRS*,FTC,SHARE*,WFP*",20369242.7059455,31.07,0,29,0.379310344827586,901.75,342.043103448276,6744942.31029089,18.23,"tallow, wheat ",1015.77,1,0,5,1.54040539849701,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,44,49.2,1,56.5,194.533721923828,FALSE,FALSE
"95",1998,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,3,"Guatemala",NA,0,31.07,NA,0,20369242.7059455,NA,NA,"rice, veg. oil, csb, sf bulgur, soybean meal,beans, rice, veg. oil, csb, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil",NA,NA,"CARE*,CRS*,FTC,SHARE*,WFP*",20369242.7059455,31.07,0,29,0.379310344827586,901.75,342.043103448276,6744942.31029089,18.23,"tallow, wheat ",1015.77,1,0,5,1.54040539849701,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,44,49.2,1,56.5,194.533721923828,FALSE,FALSE
"96",1998,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,3,"Guatemala",NA,0,31.07,NA,0,20369242.7059455,NA,NA,"rice, veg. oil, csb, sf bulgur, soybean meal,beans, rice, veg. oil, csb, soybean meal,beans, csb, rice, veg. oil, soybean meal,beans, rice, veg. oil, csb, soybean meal,veg. oil",NA,NA,"CARE*,CRS*,FTC,SHARE*,WFP*",20369242.7059455,31.07,0,29,0.379310344827586,901.75,342.043103448276,6744942.31029089,18.23,"tallow, wheat ",1015.77,1,0,5,1.54040539849701,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,44,49.2,1,56.5,194.533721923828,FALSE,FALSE
"97",1999,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,4,"Guatemala",NA,9.2,74.91,NA,9853829.94317158,26974128.406053,NA,"beans, bulgur, csb, rice, veg. oil,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil, rice, csb,beans, csb, rice, veg. oil","beans, bulgur, csb, rice, veg. oil, sf bulgur, corn,beans, rice, veg. oil, csb, corn,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil",NA,"CARE,CRS,WFP/IEFR,WFP/PRRO","CARE*,CRS*,SHARE,WFP",36827958.3492246,84.11,1,29,0.379310344827586,669.386,253.905034482759,15525675.887944,77.3,"tallow, sbm",1908.5,0,4,4,1.50734717358679,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,42.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"98",1999,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,4,"Guatemala",NA,9.2,74.91,NA,9853829.94317158,26974128.406053,NA,"beans, bulgur, csb, rice, veg. oil,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil, rice, csb,beans, csb, rice, veg. oil","beans, bulgur, csb, rice, veg. oil, sf bulgur, corn,beans, rice, veg. oil, csb, corn,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil",NA,"CARE,CRS,WFP/IEFR,WFP/PRRO","CARE*,CRS*,SHARE,WFP",36827958.3492246,84.11,1,29,0.379310344827586,669.386,253.905034482759,15525675.887944,77.3,"tallow, sbm",1908.5,0,4,4,1.50734717358679,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,42.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"99",1999,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,4,"Guatemala",NA,9.2,74.91,NA,9853829.94317158,26974128.406053,NA,"beans, bulgur, csb, rice, veg. oil,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil, rice, csb,beans, csb, rice, veg. oil","beans, bulgur, csb, rice, veg. oil, sf bulgur, corn,beans, rice, veg. oil, csb, corn,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil",NA,"CARE,CRS,WFP/IEFR,WFP/PRRO","CARE*,CRS*,SHARE,WFP",36827958.3492246,84.11,1,29,0.379310344827586,669.386,253.905034482759,15525675.887944,77.3,"tallow, sbm",1908.5,0,4,4,1.50734717358679,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,42.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"100",1999,233,0,1965,23304,1995,4,1,"Guatemala",2,1,0,4,"Guatemala",NA,9.2,74.91,NA,9853829.94317158,26974128.406053,NA,"beans, bulgur, csb, rice, veg. oil,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil, rice, csb,beans, csb, rice, veg. oil","beans, bulgur, csb, rice, veg. oil, sf bulgur, corn,beans, rice, veg. oil, csb, corn,beans, rice, veg. oil, csb, corn,corn, beans, veg. oil",NA,"CARE,CRS,WFP/IEFR,WFP/PRRO","CARE*,CRS*,SHARE,WFP",36827958.3492246,84.11,1,29,0.379310344827586,669.386,253.905034482759,15525675.887944,77.3,"tallow, sbm",1908.5,0,4,4,1.50734717358679,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,42.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"101",2000,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,5,"Guatemala",NA,0,73.69,NA,0,28792610.9665586,NA,NA,"corn, rice, soybean meal, s.f. bulgur, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil, beans, corn, rice, soybean meal, csb, veg. oil,peas, veg. oil",NA,NA,",CRS* ,SCF* ,SHARE*,WFP ",28792610.9665586,73.69,0,29,0.379310344827586,901.63,341.997586206897,0,0,NA,354.595,0,0,5,1.45825243188308,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,41,49.2,1,56.5,194.533721923828,FALSE,FALSE
"102",2000,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,5,"Guatemala",NA,0,73.69,NA,0,28792610.9665586,NA,NA,"corn, rice, soybean meal, s.f. bulgur, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil, beans, corn, rice, soybean meal, csb, veg. oil,peas, veg. oil",NA,NA,",CRS* ,SCF* ,SHARE*,WFP ",28792610.9665586,73.69,0,29,0.379310344827586,901.63,341.997586206897,0,0,NA,354.595,0,0,5,1.45825243188308,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,41,49.2,1,56.5,194.533721923828,FALSE,FALSE
"103",2000,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,5,"Guatemala",NA,0,73.69,NA,0,28792610.9665586,NA,NA,"corn, rice, soybean meal, s.f. bulgur, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil, beans, corn, rice, soybean meal, csb, veg. oil,peas, veg. oil",NA,NA,",CRS* ,SCF* ,SHARE*,WFP ",28792610.9665586,73.69,0,29,0.379310344827586,901.63,341.997586206897,0,0,NA,354.595,0,0,5,1.45825243188308,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,41,49.2,1,56.5,194.533721923828,FALSE,FALSE
"104",2000,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,5,"Guatemala",NA,0,73.69,NA,0,28792610.9665586,NA,NA,"corn, rice, soybean meal, s.f. bulgur, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil,beans, corn, rice, soybean meal, csb, veg. oil, beans, corn, rice, soybean meal, csb, veg. oil,peas, veg. oil",NA,NA,",CRS* ,SCF* ,SHARE*,WFP ",28792610.9665586,73.69,0,29,0.379310344827586,901.63,341.997586206897,0,0,NA,354.595,0,0,5,1.45825243188308,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,41,49.2,1,56.5,194.533721923828,FALSE,FALSE
"105",2001,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,6,"Guatemala",NA,1.13,53.86,NA,680644.123935044,20847226.0564368,NA,"beans, corn, veg. oil","csb, rice, sf bulgur, veg. oil, corn, soy bean meal beans, rice, veg. oil, corn,,soy bean meal, csb beans, rice, veg. oil, csb,,soy bean meal,beans, rice, veg. oil, csb ,peas, veg. oil, csb,",NA,"WFP/PRRO","CARE,CRS,SCF,SHARE,WFP ,WVUS",21527870.1803719,54.99,1,29,0.379310344827586,646.64,245.27724137931,0,0,NA,646,0,1,6,1.41830407154625,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,39.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"106",2001,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,6,"Guatemala",NA,1.13,53.86,NA,680644.123935044,20847226.0564368,NA,"beans, corn, veg. oil","csb, rice, sf bulgur, veg. oil, corn, soy bean meal beans, rice, veg. oil, corn,,soy bean meal, csb beans, rice, veg. oil, csb,,soy bean meal,beans, rice, veg. oil, csb ,peas, veg. oil, csb,",NA,"WFP/PRRO","CARE,CRS,SCF,SHARE,WFP ,WVUS",21527870.1803719,54.99,1,29,0.379310344827586,646.64,245.27724137931,0,0,NA,646,0,1,6,1.41830407154625,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,39.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"107",2001,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,6,"Guatemala",NA,1.13,53.86,NA,680644.123935044,20847226.0564368,NA,"beans, corn, veg. oil","csb, rice, sf bulgur, veg. oil, corn, soy bean meal beans, rice, veg. oil, corn,,soy bean meal, csb beans, rice, veg. oil, csb,,soy bean meal,beans, rice, veg. oil, csb ,peas, veg. oil, csb,",NA,"WFP/PRRO","CARE,CRS,SCF,SHARE,WFP ,WVUS",21527870.1803719,54.99,1,29,0.379310344827586,646.64,245.27724137931,0,0,NA,646,0,1,6,1.41830407154625,FALSE,1,TRUE,FALSE,31,426,3,8,TRUE,3,FALSE,39.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"108",2001,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,6,"Guatemala",NA,1.13,53.86,NA,680644.123935044,20847226.0564368,NA,"beans, corn, veg. oil","csb, rice, sf bulgur, veg. oil, corn, soy bean meal beans, rice, veg. oil, corn,,soy bean meal, csb beans, rice, veg. oil, csb,,soy bean meal,beans, rice, veg. oil, csb ,peas, veg. oil, csb,",NA,"WFP/PRRO","CARE,CRS,SCF,SHARE,WFP ,WVUS",21527870.1803719,54.99,1,29,0.379310344827586,646.64,245.27724137931,0,0,NA,646,0,1,6,1.41830407154625,FALSE,1,TRUE,FALSE,31,426,4,8,TRUE,3,FALSE,39.5,49.2,1,56.5,194.533721923828,FALSE,FALSE
"109",2002,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,7,"Guatemala",NA,3.7,63.91,NA,3702126.85568013,26268362.2986935,NA,"beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, corn, vegetable oil,beans","corn-soy blend, rice, soy-fortified bulgur, vegetable oil, corn, soybean meal,beans, rice, vegetable oil, corn, soybean meal, corn-soy blend,beans, rice, vegetable oil, corn-soy blend, soybean meal, corn,beans, rice, vegetable oil, corn-soy blend,,corn, corn-soy blend",NA," CARE ,CRS,SCF,SHARE,WFP/IEFR ,WFP/PRRO ","CARE,CRS,SCF,SHARE,Techno-Serve,WFP",29970489.1543736,67.61,1,29,0.379310344827586,895.42,339.642068965517,8794627.87400389,31.5,"wheat",445.67,1,6,6,1.39602807635285,FALSE,1,TRUE,FALSE,31,426,1,8,TRUE,3,FALSE,38.1,49.2,1,56.5,194.533721923828,FALSE,FALSE
"110",2002,233,0,1965,23304,1995,4,1,"Guatemala",2,1,1,7,"Guatemala",NA,3.7,63.91,NA,3702126.85568013,26268362.2986935,NA,"beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, rice, vegetable oil,beans, corn-soy blend, corn, vegetable oil,beans","corn-soy blend, rice, soy-fortified bulgur, vegetable oil, corn, soybean meal,beans, rice, vegetable oil, corn, soybean meal, corn-soy blend,beans, rice, vegetable oil, corn-soy blend, soybean meal, corn,beans, rice, vegetable oil, corn-soy blend,,corn, corn-soy blend",NA," CARE ,CRS,SCF,SHARE,WFP/IEFR ,WFP/PRRO ","CARE,CRS,SCF,SHARE,Techno-Serve,WFP",29970489.1543736,67.61,1,29,0.379310344827586,895.42,339.642068965517,8794627.87400389,31.5,"wheat",445.67,1,6,6,1.39602807635285,FALSE,1,TRUE,FALSE,31,426,2,8,TRUE,3,FALSE,38.1,49.2,1,56.5,194.533721923828,FALSE,FALSE
